w;p
62979;90588
932546;2820521
89200;174870
991513;3004048
762595;2286330
598730;1767968
910782;2753671
766632;2298700
901646;2725509
320637;903405
69296;110726
909383;2749714
458714;1330643
915718;2768335
880312;2656697
504643;1474466
440728;1273811
267465;733364
566358;1668054
101229;212028
404197;1161681
926947;2803386
343761;974481
633234;1876278
762292;2285454
467058;1356129
572221;1686095
322019;907951
721386;2153140
445821;1290703
100518;209602
349007;990706
585082;1725792
880260;2656673
155773;385702
309699;868584
536288;1572236
652440;1936303
678122;2017139
508407;1486664
892712;2696360
75304;129504
825893;2484778
640254;1898690
944013;2856148
363943;1038749
114260;252778
893236;2697916
678287;2017515
153003;377593
332380;939805
570859;1681983
160994;401625
75274;129436
623340;1846196
646854;1919199
309043;866446
56997;72430
251604;684091
485997;1416112
455709;1320644
722303;2155860
510936;1494800
153112;378042
912613;2758770
227587;608885
566257;1667718
541429;1588780
598859;1768440
348457;988831
389712;1117302
710987;2120754
575003;1694565
396878;1139355
299128;833885
749812;2245629
215257;571030
586997;1731868
58228;76030
197142;513497
521009;1525581
966547;2924850
345973;981425
617818;1829246
783151;2350548
975866;2955076
565768;1666015
125176;288274
449479;1301523
220905;588205
1034649;3139140
257549;703326
740531;2215014
414860;1194480
1017521;3085005
562530;1655734
55294;66576
824967;2482357
138820;331663
575673;1696517
211457;559147
943581;2854785
635493;1883487
236901;636717
873273;2634196
159979;398460
693774;2066686
768976;2306372
543103;1594006
842231;2536124
326552;922095
317466;894334
722670;2156802
203351;533651
217417;577568
268049;735298
501629;1464512
263969;722487
685424;2041078
500140;1460281
536766;1573757
1026529;3113962
54428;64055
611448;1809789
601207;1775612
304990;854331
418235;1205360
320899;904325
568396;1674956
798354;2397747
209621;553526
679176;2020449
1003910;3042740
351440;998769
665672;1977757
890227;2688527
599926;1771877
533874;1565256
500087;1460139
437605;1264484
81782;151142
262506;717934
832605;2505445
1009594;3061080
563067;1657720
201742;528748
175873;447034
153819;380268
1027390;3116936
653323;1939332
390347;1119409
50292;51171
544479;1598111
748148;2239769
348929;990286
151813;374123
517271;1514468
820163;2466591
953052;2883267
532681;1561398
251057;682447
572770;1687885
944420;2857235
435275;1258451
971656;2941567
75381;129728
55399;66833
930107;2813195
710971;2120597
261906;716353
678173;2017182
280180;774593
628258;1860663
1033366;3135247
177284;451247
203615;534544
300554;838938
151936;374585
720698;2150756
444926;1287277
322679;910085
412587;1187352
611784;1810985
952035;2879930
617788;1829161
143055;345066
419674;1209474
505209;1476282
581498;1715062
313336;880012
197112;513478
374194;1069397
278560;769304
1011448;3066126
120402;273837
486246;1416763
128145;297991
582753;1718414
950202;2874841
153787;380190
292084;811099
538827;1580620
465318;1350857
247193;669660
202640;531339
479433;1394106
418024;1204775
1024193;3106498
53945;62457
916720;2771674
145937;354381
208166;548879
82150;152297
214947;569916
686457;2044129
763999;2290617
579491;1708668
198460;517638
529164;1550359
61328;85560
655667;1946031
982921;2976887
395597;1135483
402403;1156037
109157;237058
249303;676512
939029;2841901
933641;2824414
184082;472427
159429;396616
557761;1641007
269182;738673
967307;2926854
844672;2544440
974590;2950873
979764;2966898
771009;2312452
979794;2966925
494217;1441927
749531;2244733
733955;2194402
376130;1075415
631644;1871158
238720;641861
346451;982984
842747;2537834
672865;2000594
340659;964327
838921;2526108
383577;1098696
584802;1725075
559940;1647456
428946;1239046
578937;1707033
87233;168386
312892;878656
254971;695402
450827;1305656
427628;1234435
326779;922775
244614;660401
672340;1999010
313543;880814
974239;2949613
185571;477181
599324;1770035
495227;1445132
737656;2205698
738384;2208317
500352;1460918
451054;1306324
730667;2183889
211119;558088
994146;3012061
892462;2695868
101078;211682
993959;3011669
990087;2999588
693028;2063995
598540;1767385
573725;1690836
886697;2677373
996285;3019111
133150;313309
260837;713028
176923;450254
938013;2838564
573254;1689365
312384;876916
629683;1865030
540050;1584692
425767;1228822
183261;469738
554825;1631382
471286;1368571
96455;196891
1013358;3071890
500803;1462361
539726;1583444
422881;1219238
937424;2836807
130324;304683
347518;985782
507419;1483237
298961;833248
358445;1020717
668171;1985456
594567;1755367
1012858;3070637
312030;875771
765991;2296751
54365;63934
737485;2205298
398038;1143006
159697;397608
554668;1630708
216197;574163
101474;212702
800721;2405454
631733;1871424
160830;401111
233090;624856
118225;265952
674896;2006607
237879;639503
764871;2293196
673922;2003678
602352;1779753
603460;1783157
828462;2492474
509504;1490333
299492;835071
758634;2274269
470373;1366202
205583;540559
960935;2906634
211693;559978
894932;2703002
567817;1673116
837138;2520638
1011153;3065135
228187;610729
910290;2752473
649930;1928885
239294;643504
776739;2330671
767033;2300100
374883;1071606
226209;604940
499507;1458327
191930;496890
586078;1728833
681396;2028212
595205;1757394
447723;1296394
660894;1963367
707587;2110034
403075;1157889
537372;1575719
478059;1389708
795368;2388142
323201;911326
814620;2448848
82045;151994
138923;331995
180625;461679
490223;1428867
278115;767984
330852;935185
420986;1213348
349307;991549
234443;628953
693693;2066356
764674;2292471
395674;1135666
303031;847922
686156;2043270
993935;3011558
1040994;3158487
1007920;3055540
74262;126354
472484;1372266
437738;1264775
242190;652228
703348;2097203
181897;465123
278450;769029
675583;2008586
236873;636713
344886;978317
214371;568122
719630;2147329
945982;2862126
365608;1043701
236219;634808
412828;1187862
438375;1266803
818470;2461307
518420;1517662
146714;357078
916516;2770976
230468;617106
402047;1155025
86342;165589
388209;1112652
202991;532472
849556;2559169
192215;497950
315077;885843
249853;678324
220134;585473
801553;2407964
587343;1732984
436550;1261435
264050;722617
752597;2255016
189469;490105
578912;1706820
800143;2403521
366431;1046290
759798;2277758
245078;662194
116142;258914
167879;422648
188937;488097
432169;1248521
526968;1544025
216164;574028
715114;2133779
354055;1007555
587605;1733716
112559;247509
514271;1504950
223025;594610
777400;2332538
481846;1401516
315387;886620
222866;594379
405064;1164589
201194;527118
459941;1334294
689961;2054680
427666;1234672
674234;2004495
894823;2702805
109649;238613
646414;1918150
403850;1160472
275708;760514
356143;1013968
213158;564561
675320;2007639
836573;2518861
701074;2090146
791960;2377777
70033;112729
776283;2329145
1022251;3100415
830476;2498663
1003445;3041381
398973;1145971
463648;1345279
300716;839492
835087;2513863
161112;401971
431503;1246776
233717;626514
728300;2176438
772756;2318259
619114;1833275
425165;1226751
55097;66082
542054;1590601
341801;968283
731890;2187366
370327;1057736
456504;1323380
197946;516156
489365;1426203
968892;2932734
429876;1241762
544038;1596879
67043;103390
194110;504138
570230;1680472
179130;456986
1043902;3167850
129766;302841
164688;412712
403316;1158858
751442;2251221
696160;2073746
800423;2404581
354403;1008710
530310;1554113
121099;275920
700026;2086712
775294;2326050
155336;384608
854314;2574569
888347;2682734
361647;1031722
777130;2331909
580507;1711796
818771;2462246
372173;1062976
266403;729925
111978;245838
265102;725483
447734;1296506
59304;79657
417494;1202838
303578;850109
299297;834518
166167;417291
99897;207540
316990;892874
110836;242289
849113;2557582
193458;502105
244852;661328
524264;1535635
617365;1827596
967444;2927583
586930;1731751
528588;1549136
456347;1322857
187912;484880
908774;2747850
337106;953270
132799;312015
594582;1755556
547755;1609075
292860;813626
727202;2172760
267488;733443
713820;2129624
263878;722141
476110;1383741
441501;1276584
779958;2340280
940958;2847170
205899;541405
810478;2436054
310916;872458
503598;1470936
794910;2386509
900979;2722989
1029526;3123235
162134;404989
377575;1080046
692379;2062084
333687;943502
637281;1889358
757224;2270051
52112;56806
884354;2669445
726001;2168581
785272;2357345
502100;1466168
1008589;3058065
1009998;3062102
470767;1367236
614571;1819127
950289;2875104
198090;516563
189914;491059
860934;2594597
320649;903453
716434;2137648
260104;711113
567431;1671659
720556;2150345
969696;2935059
725016;2165021
771748;2314707
606275;1792692
241133;649391
456770;1324154
137077;325928
931227;2816535
578829;1706511
797721;2395423
430514;1243554
211783;560283
634407;1879992
788793;2367859
1008530;3057915
271742;747248
277939;767425
1026617;3114105
324037;913495
68380;107605
910016;2751487
853832;2572756
957006;2895276
227459;608372
150704;370436
614824;1820054
496724;1450092
173126;438782
414031;1191752
879982;2656001
305924;857265
859122;2589493
248440;673628
250305;679874
507153;1482402
321765;906991
613115;1814583
727268;2172923
471966;1370402
310519;871029
663656;1972037
658515;1955597
328679;928852
496023;1447787
228953;612740
222163;592125
337947;956017
625085;1851549
229587;614820
1006921;3052074
802712;2411618
743668;2225544
918528;2777654
831281;2501205
149640;366976
1029475;3122966
426881;1232272
901674;2725631
59045;78816
423410;1221031
336957;952855
977177;2959338
871709;2628559
508889;1488157
488663;1424186
125759;290341
470155;1365687
173373;439676
951942;2879742
270701;743968
780752;2342842
894838;2702815
877388;2646931
741936;2219532
903977;2733229
426478;1230951
466696;1355167
811674;2439964
410715;1181673
862989;2601215
883374;2666536
69519;111453
591865;1746680
1005375;3047320
547732;1609040
841444;2533855
985971;2986569
867073;2613450
1007178;3053013
524506;1536245
820554;2467790
917441;2774029
412814;1187807
278298;768532
1047009;3177514
362401;1033918
738358;2208295
153171;378131
323534;912072
828159;2491626
213108;564454
827129;2488537
740159;2213952
734557;2196309
699037;2083699
885885;2674706
62632;89642
114647;254430
822665;2474828
271966;747955
82621;153547
621927;1842081
135996;322271
338952;958860
326902;923251
780260;2341336
57482;73795
239174;643210
490206;1428836
345774;980951
888845;2684310
374232;1069581
325822;919703
200039;522819
930785;2815428
841183;2533277
319518;900179
729592;2180140
574232;1692244
711647;2122946
627498;1858381
116411;260269
588348;1735939
53558;61260
607399;1796447
295185;820989
389894;1117999
257494;703233
513991;1504071
562174;1654484
214291;567792
298514;831555
290291;805187
897443;2712047
306637;859216
408969;1176169
868500;2618176
110612;241686
924558;2795840
373014;1065821
504698;1474568
300452;838544
369769;1056212
793314;2381966
358979;1022738
519866;1522044
1037041;3147161
166250;417537
490063;1428492
369530;1055478
1006981;3052335
73924;125320
524559;1536523
490389;1429542
811552;2439782
353092;1004160
735655;2199545
459698;1333520
521730;1528077
768078;2303256
772148;2316025
800785;2405628
809257;2432596
748303;2240331
797166;2393774
231854;621432
964634;2918975
664158;1973908
214526;568624
217565;578023
496048;1447905
418432;1205937
172151;435897
208869;551309
326710;922724
455487;1319963
871863;2629339
925714;2799884
638373;1892600
414368;1192836
936563;2833900
682643;2032575
208658;550672
511240;1495753
920626;2783723
480736;1398091
671055;1994988
875389;2640311
280500;775407
200379;523872
247365;670089
665436;1977203
584079;1722809
850636;2562521
380162;1087720
277482;766224
460806;1336967
684610;2038651
181064;462957
566070;1666876
148995;364969
235771;633290
652031;1935083
116198;259071
231016;618890
753130;2256636
618837;1832267
253528;690427
519527;1521123
377229;1078805
708127;2111942
223097;594829
319136;898868
134069;316309
286220;793420
811030;2437936
498340;1454989
734231;2195136
161197;402300
687425;2047171
1037877;3149453
321296;905421
597938;1765476
497084;1451163
789872;2370884
512902;1500789
494989;1444338
462834;1342862
631113;1869268
558451;1642971
892837;2696639
627286;1857797
860056;2592030
403457;1159297
758942;2275018
569058;1676801
941035;2847535
884607;2670463
163936;410441
100757;210350
295892;823465
632480;1873837
339241;959802
83161;155434
688253;2049892
585836;1728280
452329;1310261
518786;1518830
1018963;3089356
998391;3025784
188819;487660
264624;724129
194134;504195
397877;1142654
913290;2760985
768368;2304479
318370;896969
173078;438600
381977;1093617
260400;711832
427938;1235852
1020263;3093811
361086;1029691
53982;62473
651269;1932826
482794;1404901
157853;392091
511875;1497742
556027;1635370
249911;678436
341387;967118
908508;2746786
257214;702344
405341;1165502
642652;1906105
260946;713411
121843;278049
1034894;3140045
272842;750838
393114;1127449
971431;2940782
511262;1495886
1024522;3107780
498458;1455320
205223;539280
569311;1677459
215445;571539
238092;640019
606110;1791890
612801;1813956
414095;1192057
125130;288126
743191;2223791
216499;574796
726146;2168960
1036635;3145725
797840;2395892
511385;1496223
313898;882007
607811;1797636
572334;1686598
432929;1250933
274493;756843
216238;574268
224783;600351
342174;969482
451066;1306393
233252;625142
578415;1705322
199005;519334
213367;565075
161777;403862
560901;1650634
592597;1749309
187518;483899
238249;640415
220249;585857
474470;1378629
251180;682835
970822;2938565
209571;553153
213322;564983
736287;2201495
57093;72622
305166;854973
739306;2211558
294603;819295
495767;1446728
175182;445156
589708;1740171
682532;2031936
667574;1983527
965920;2922661
528425;1548596
898147;2714230
842049;2535493
966531;2924841
511332;1496102
629751;1865182
241147;649495
254858;695041
349549;992246
84866;160927
712557;2126061
497284;1451956
276260;762476
157612;391572
270052;741522
428208;1236678
782204;2347666
967227;2926649
225218;601771
305206;855135
1000147;3031449
344195;976053
569454;1677687
930475;2814637
402468;1156178
305022;854399
1033819;3136477
834186;2510920
195136;507325
312585;877636
652021;1935018
199373;520471
810689;2436926
533481;1564088
713829;2129647
167452;421225
433331;1251990
633780;1878270
668681;1986939
401389;1153234
252996;689164
814512;2448517
342937;971932
466756;1355426
286250;793425
822526;2474413
179195;457176
661745;1965907
227244;607721
708037;2111696
590979;1743984
437320;1263788
81852;151388
242646;653924
711194;2121480
716760;2138686
267600;733677
511142;1495433
961720;2909404
459050;1331737
871216;2626855
527236;1544617
592793;1750009
297195;827627
285646;791714
172270;436290
437847;1265075
659761;1959424
184280;472951
888713;2683787
632645;1874428
724251;2162521
125383;288999
158650;394260
226130;604713
209014;551743
174433;442837
920794;2784114
511324;1496076
1010354;3062885
549226;1613483
277963;767652
328156;926971
374128;1069127
759534;2276959
765350;2294609
163169;408059
474416;1378411
425449;1227926
625795;1853394
224015;597840
423191;1220228
783157;2350596
50837;52824
404450;1162535
360153;1026269
411291;1183441
90547;178629
823030;2476033
455374;1319572
152346;375682
403894;1160586
481145;1399191
754475;2261107
943023;2853021
872335;2631122
872210;2630669
916785;2771885
73857;125041
404762;1163574
677224;2014147
467095;1356343
377112;1078624
129502;301969
159880;398022
139395;333224
931988;2818827
483131;1406262
457037;1324836
884934;2671215
677805;2016136
990245;3000018
535258;1569058
983818;2979632
972715;2944887
238626;641649
219306;583066
319653;900603
922297;2788882
479849;1395312
602433;1780000
256115;699129
206926;544649
585174;1726286
495971;1447502
1025085;3109236
981179;2971150
203133;533012
184100;472481
260340;711646
544369;1597890
58916;78426
910309;2752493
72129;119502
349422;991811
605153;1788735
688475;2050297
265323;726346
252018;685534
973429;2946979
591945;1747100
582783;1718653
768334;2304208
229507;614491
615146;1820828
868608;2618480
768954;2306279
108038;233633
116534;260615
542923;1593509
477908;1389467
165274;414641
846494;2550058
961045;2906979
373684;1067911
304591;853420
251505;683910
741590;2218637
86569;166400
70361;113762
221789;590614
802116;2409954
485925;1415824
588054;1735287
494420;1442226
530583;1555019
526777;1543364
350981;997018
842412;2536738
170116;429851
255719;697836
135113;319450
289070;801727
713678;2129188
360103;1026197
162342;405374
888267;2682413
304847;853877
584406;1723694
397129;1140417
434209;1254706
876096;2642486
751966;2253194
294673;819540
258520;706131
1020397;3094418
205613;540738
384505;1101539
688058;2049000
117035;262005
324838;916178
444293;1285432
593140;1751200
822374;2473772
166532;418264
606055;1791763
472962;1373498
873404;2634602
126511;292542
571370;1683439
157379;390803
243004;655209
621236;1839963
1011795;3067356
287406;796996
303776;850679
366268;1045592
721943;2154859
151366;372712
256334;699750
633654;1877560
633212;1876120
303193;848441
453866;1314993
383528;1098549
161548;403369
543660;1595574
614166;1818182
588947;1737911
911167;2754638
305387;855602
165188;414324
50858;52888
654907;1943622
435992;1260067
217070;576561
531661;1558415
788409;2366554
660932;1963459
1007241;3053211
1021184;3096944
159243;396096
704480;2100413
344232;976134
597126;1763208
85000;161330
804006;2415609
415953;1198136
248302;673072
665034;1976129
576481;1698751
902691;2728958
192307;498223
820871;2468973
152277;375534
641203;1901553
515274;1508510
353994;1007204
459773;1333698
84766;160642
89674;176079
91128;180630
994945;3014841
236791;636556
121856;278107
229611;615046
387093;1109465
871506;2627876
59059;78941
345284;979615
651462;1933356
214007;567150
211010;557897
888431;2683014
397983;1142885
420732;1212569
952861;2882742
979141;2964986
635347;1882984
191538;495809
700714;2088877
601785;1777778
199889;522295
400631;1150970
351031;997145
710347;2118475
893171;2697711
493551;1439661
622231;1843029
472858;1373196
848256;2555075
831625;2502468
806642;2424115
765669;2295561
893431;2698601
641644;1902801
646907;1919545
457271;1325780
895325;2704668
171947;435262
338503;957626
621634;1841124
96323;196614
832889;2506545
255772;698050
431294;1246028
233146;624993
86447;165925
170600;431337
826174;2486054
602245;1779561
850042;2560758
722473;2156396
475269;1381136
54039;62638
486014;1416218
127140;294309
413458;1189883
153674;379936
300844;840044
960669;2905950
74851;128090
241463;650337
245271;662767
890954;2691013
534605;1567232
440447;1272983
77387;136766
269141;738620
827646;2490108
119343;270343
955427;2890459
176892;450051
86300;165508
428717;1238230
674019;2003981
592881;1750407
812773;2443547
322649;910036
630880;1868519
226330;605275
249807;678170
418814;1207062
473568;1375504
588950;1737915
489639;1427143
169387;428051
750050;2246446
294722;819568
223354;595746
997996;3024634
192162;497640
489453;1426482
443644;1283670
584576;1724304
434918;1257274
390571;1119958
214020;567274
132895;312366
664713;1974959
584319;1723485
276294;762668
960383;2905068
819069;2463128
257531;703321
971565;2941267
260137;711122
412688;1187498
1040584;3157122
135199;319673
287293;796697
487541;1420701
1025060;3109162
258336;705621
331277;936420
508369;1486432
262838;718811
229751;615261
764800;2292854
708745;2113556
695956;2073224
429423;1240823
479049;1392879
479205;1393336
858982;2588968
481710;1401005
503519;1470761
796920;2393192
312298;876707
312836;878495
494797;1443619
835991;2517288
835912;2516839
439747;1270542
915393;2767458
486388;1417117
542623;1592578
319160;899000
226460;605850
216180;574030
731308;2185779
282180;780905
823155;2476521
842689;2537707
207825;548036
317092;893283
662425;1968184
171704;434866
55418;66955
536039;1571626
373051;1065937
55414;66844
530320;1554345
183484;470588
172380;436591
247169;669648
223839;597353
701580;2091591
237206;637713
695055;2070465
728077;2175726
133681;314825
255669;697707
990688;3001564
631014;1868936
77475;137059
681057;2027099
477270;1387456
524524;1536308
313657;881258
730555;2183468
862638;2600033
128506;299171
146195;355200
532118;1559843
77508;137275
945228;2859548
351811;999812
86198;165096
426600;1231405
146932;357809
273257;752174
406753;1169563
923709;2793156
729309;2179519
737868;2206566
912898;2759771
83649;156768
150965;371353
758558;2274185
217970;578957
110525;241420
940741;2846568
400239;1149979
265068;725438
444154;1285195
720949;2151584
383557;1098649
993888;3011419
838887;2526044
180435;461143
722295;2155857
781831;2346546
180116;460148
258417;705916
334931;947109
215477;571732
565567;1665550
125535;289292
72250;119823
754091;2260027
116834;261558
837998;2523526
516813;1513119
656895;1950123
622761;1844647
1028255;3119649
591107;1744452
1007570;3054130
54058;62692
293006;814121
825792;2484442
625082;1851528
77732;137791
91868;182971
774939;2325233
416595;1200080
782943;2349901
177120;450741
81266;149503
319293;899335
765673;2295633
406575;1168933
77105;135795
623375;1846343
77290;136459
532336;1560483
58171;75655
195633;508764
144440;349516
760433;2279541
396487;1138241
56390;70448
692563;2062452
778033;2334297
868272;2617260
581690;1715638
495628;1446158
377549;1079963
926061;2800911
607232;1795788
645733;1915903
996406;3019503
937825;2837938
300379;838249
75905;131531
582888;1718839
53139;59867
948768;2870767
172907;438068
507697;1484134
340333;963262
1045321;3171986
1008707;3058503
179184;457085
194007;503861
944955;2858699
604706;1787317
520472;1523894
265598;727225
204331;536581
848705;2556204
510557;1493528
820664;2468215
257907;704439
420486;1211912
644036;1910906
347061;984594
266438;730285
991129;3002896
638467;1892897
109083;236920
864692;2606219
731374;2185917
60859;84113
595578;1758651
114976;255392
586870;1731452
896590;2709307
382808;1096225
260899;713203
165362;414900
372740;1064783
362046;1032923
142893;344388
466921;1355709
222047;591636
942256;2850796
879528;2654371
194685;506159
537419;1575919
1001872;3036542
991449;3003833
133465;314294
455586;1320307
618690;1831683
473769;1375995
509166;1489213
92450;184740
882259;2662884
330610;934695
171511;434421
213450;565340
219976;585039
630956;1868824
363089;1035999
972467;2943861
892282;2695348
548771;1612158
189020;488479
550761;1618656
172539;437016
887818;2681139
608128;1798711
642142;1904371
483609;1407750
143280;345703
716374;2137447
228351;611029
69383;111051
483018;1405782
495862;1447119
281319;778168
997982;3024597
618144;1830000
53449;60932
697812;2079299
254338;693410
222613;593674
273484;752976
591666;1746310
356705;1015774
941611;2849156
706693;2107006
553147;1625780
214247;567734
277611;766506
176081;447505
672339;1998920
624399;1849501
700346;2087620
935486;2830375
459044;1331708
704604;2100723
395247;1134373
1047186;3178120
852814;2569624
957088;2895395
647139;1920319
423282;1220489
523562;1533506
941307;2848193
773252;2319838
967125;2926318
237897;639511
70069;112873
955800;2891788
819610;2464688
60680;83361
335993;950112
225059;601108
251881;684945
330017;932662
353405;1005174
868898;2619389
651682;1934088
499366;1457819
1013944;3073675
734332;2195429
427973;1235970
937139;2835811
556910;1638130
1015059;3077082
780443;2342201
859604;2590642
569742;1678755
77935;138595
280813;776593
198016;516447
489074;1425367
764529;2292108
643870;1910322
841709;2534555
312466;877193
756431;2267902
91487;181828
304175;852085
125106;288046
810084;2434721
108595;235380
468666;1360690
689757;2054199
244712;660741
150275;369024
738350;2208173
932413;2820183
772606;2317733
206289;542596
256851;701035
95002;192183
282714;782779
904221;2734268
693477;2065485
118484;267051
949828;2873455
549476;1614285
858251;2586719
209186;552284
538793;1580608
909410;2749743
569990;1679620
79385;143309
210112;554858
711151;2121328
1009780;3061458
471094;1368141
381894;1093203
479491;1394369
573966;1691570
629034;1863052
606272;1792620
659342;1957968
644462;1912386
206176;542234
320694;903576
798599;2398517
466462;1354405
782323;2347928
233838;627007
906326;2739807
163088;407773
993031;3008993
681322;2027978
224094;598177
415293;1195925
1028610;3120539
68179;106853
252190;686247
543227;1594339
266556;730519
74438;126858
153231;378307
603393;1782970
426717;1231802
167186;420318
451839;1308918
362444;1033949
853160;2570673
262094;716780
1017506;3084904
226718;606522
234132;628221
577353;1701644
239819;645190
435734;1259437
517290;1514548
153714;379990
166479;418249
391242;1122061
168778;426058
613898;1817247
187432;483703
146728;357191
181639;464427
717068;2139495
379614;1086483
256189;699429
178977;456469
81480;150064
289074;801840
292672;813221
500061;1460105
358738;1021810
182644;467490
445894;1290884
401031;1152039
516323;1511795
572618;1687628
173482;440057
734432;2195621
378754;1083265
429557;1241138
190574;492986
1025382;3110046
254312;693330
611972;1811815
460543;1336199
642569;1905748
326289;921231
920266;2782944
920389;2783207
945784;2861437
224087;598091
284096;786827
601457;1776493
651072;1932290
252060;685796
733183;2191766
368348;1051992
761008;2281662
151422;372788
983396;2978125
467326;1357085
808324;2429326
178365;454985
181684;464564
651609;1933816
173235;439114
237232;637728
685788;2042120
181600;464381
172956;438091
188995;488366
890876;2690789
462544;1342116
596226;1760457
418717;1207014
807145;2425577
105150;224345
993106;3009141
814286;2448078
290369;805356
242851;654636
272766;750623
677932;2016495
129888;303210
295052;820467
286361;793787
865726;2609286
539696;1583428
621056;1839428
253242;689700
431547;1246898
101435;212561
821130;2469871
648378;1924057
771468;2313665
125432;289189
960207;2904563
256045;699026
207923;548288
940276;2845177
335094;947618
1031463;3128927
435667;1259240
317939;895689
329811;932154
756385;2267833
555555;1633815
521805;1528348
882335;2663013
733457;2192679
459669;1333407
428398;1237177
886353;2676228
791014;2374831
779412;2338767
184563;473940
264106;722656
360334;1026876
876162;2642775
937918;2838330
168582;425160
932645;2820793
389931;1118221
210532;556395
192993;500666
326912;923375
829130;2494901
775271;2326004
171210;433317
1035005;3140285
471504;1369198
621792;1841719
799880;2402747
100496;209553
574133;1691852
838112;2523684
354556;1009398
988663;2994852
794508;2385494
414424;1193093
530872;1555941
98842;204266
918074;2776160
406323;1168130
301824;843595
745679;2232046
197198;513680
540587;1586167
178067;454014
271536;746720
418594;1206480
520306;1523377
824479;2480798
109350;237488
863195;2601879
760284;2279028
915764;2768640
452530;1311016
1039690;3154369
808453;2429835
679262;2020827
938913;2841395
278924;770608
970370;2937116
155969;386371
442206;1278844
427239;1233412
319175;899095
446977;1294032
745895;2232587
113498;250320
215112;570423
766984;2300003
678710;2018987
836965;2519859
787042;2362510
547023;1606810
662014;1966844
854005;2573166
71919;118921
753205;2256869
1002865;3039629
458210;1329067
732678;2190107
981434;2972064
606626;1793887
125595;289587
830034;2497368
762760;2287001
290384;805385
116314;259653
256664;700573
871283;2627215
458900;1331157
586173;1729009
610057;1805177
570071;1680055
853246;2571029
300310;838031
772635;2317812
344630;977566
839132;2526857
158362;393378
562263;1654923
396521;1138396
914448;2764046
246116;666053
96480;196953
524215;1535410
293932;817164
150952;371230
929895;2812512
657132;1950949
460928;1337316
789462;2369801
805331;2419608
684561;2038543
510042;1492099
198392;517363
790728;2373843
749890;2245896
511429;1496395
379578;1086258
691281;2058805
469884;1364700
627587;1858609
800372;2404327
1031305;3128539
317216;893602
724529;2163345
419399;1208823
528756;1549606
862364;2599026
581630;1715431
285079;789491
829982;2497117
554740;1631004
738617;2209282
738784;2209819
443672;1283817
964182;2917689
838660;2525459
514491;1505765
837850;2522937
506691;1480951
620804;1838529
581821;1716024
784594;2355111
911777;2756460
365891;1044400
64565;95891
208429;549823
920408;2783245
757498;2271030
583359;1720591
1002377;3038251
816792;2456186
205177;539182
569247;1677162
438554;1267147
338529;957645
632595;1874275
270459;743026
373872;1068508
988505;2994392
340354;963290
310965;872676
802015;2409528
412550;1187246
798620;2398595
829687;2496322
828592;2493298
292473;812499
257351;702903
865770;2609407
635568;1883739
531604;1558252
282256;781115
841305;2533608
1046338;3175575
337680;955058
172564;437082
405121;1164759
78976;142141
416691;1200406
554613;1630411
481357;1399788
146267;355323
226992;607000
675122;2007310
365080;1042288
657164;1951248
760824;2280930
75975;131699
905974;2738998
143678;346964
602592;1780501
657553;1952232
474619;1379088
492559;1436885
732422;2189316
1020281;3093925
625234;1852057
204243;536285
974725;2951347
350454;995144
953837;2885581
496087;1448046
584746;1724720
538731;1580218
413849;1190998
238341;640671
687690;2047814
912097;2757307
786906;2362266
296348;824631
188170;485638
81170;149241
204194;536028
260450;711998
232997;624573
676223;2011035
973880;2948419
651876;1934542
592149;1747707
430108;1242532
532432;1560674
680020;2023508
86908;167418
1032672;3132762
368214;1051599
135884;321954
567788;1673074
831943;2503431
314238;882972
335507;948753
473355;1374745
419076;1207805
56732;71580
192371;498348
159619;397222
260164;711216
820081;2466354
994816;3014321
1045730;3173535
279851;773505
55949;68868
696707;2075611
307862;862902
301477;842480
614930;1820285
540979;1587563
719593;2147098
309058;866500
797069;2393541
294054;817422
691372;2058989
641925;1903706
423850;1222420
1003642;3041911
268083;735445
844664;2544413
100027;208123
784862;2356149
308594;865170
576464;1698713
195488;508395
497799;1453574
956048;2892456
996862;3020874
518145;1516949
347647;986418
486576;1417849
165748;416113
68818;109109
280239;774771
926275;2801554
491418;1432961
433358;1252051
531482;1557871
286841;795388
802292;2410440
673435;2002432
846880;2551305
475858;1382973
956544;2894067
474135;1377367
951744;2879211
116820;261489
283357;784780
707998;2111545
471580;1369335
835524;2515304
247370;670206
85074;161552
322567;909825
827373;2489192
874053;2636539
281758;779460
598380;1766847
338415;957419
447085;1294252
1031469;3129035
178241;454515
726869;2171361
933238;2823000
934920;2828605
313225;879621
303651;850255
213007;564145
754764;2261970
947689;2867256
853240;2570929
779828;2339909
964316;2918050
204866;538015
646583;1918480
644267;1911747
1012651;3070085
423832;1222411
299420;834855
505263;1476508
438940;1268352
913041;2760206
611938;1811465
965427;2921353
443777;1283942
514829;1506820
189782;490758
57569;74121
442228;1278863
521271;1526585
381474;1091558
510269;1492620
794371;2385041
558629;1643334
343834;974746
625042;1851447
190051;491307
834388;2511687
700175;2087200
494850;1443846
112406;247036
672853;2000508
125878;290584
622434;1843639
310104;869689
380971;1090069
680703;2025812
159217;396005
859371;2590094
693004;2063922
370493;1058170
332496;940175
1010920;3064380
799049;2399797
596067;1760093
796090;2390628
337560;954670
148689;363902
462606;1342194
744604;2228561
372823;1065305
885628;2673670
385307;1104290
81566;150345
213188;564573
997580;3023491
772874;2318552
