w;p
552700;1186273
1121635;5202444
726680;2078798
238551;217789
1299286;7215583
392355;592475
1660767;13065063
1658346;13014925
492508;938432
563257;1232896
925923;3447580
963911;3754364
981544;3902077
1040105;4417611
1108472;5070225
828319;2728224
1177704;5790584
1807420;16536573
2093335;31530885
1816168;16776693
204574;160029
597669;1391494
221402;187517
943807;3590081
1818988;16855083
493247;941291
801193;2545226
839452;2805418
230803;203829
863837;2978804
745657;2192628
687442;1853954
312517;374662
1617104;12189662
1725029;14472653
1719406;14343172
271762;282926
1745375;14952324
1391416;8449173
529398;1086714
2030526;25163799
1607228;11999726
386253;574031
1717901;14308736
934728;3517314
1676532;13396420
1923765;20194914
1028360;4311080
189478;137236
662778;1719772
2037561;25612375
647020;1636892
588311;1347356
1315030;7416374
1858717;18015330
1036497;4384715
163429;102043
1518014;10403146
659930;1704629
780855;2412694
1583878;11561695
1990024;22967183
545786;1156253
1657413;12995655
1005242;4106021
304756;356186
918449;3389031
1422012;8891958
1515105;10354414
939099;3552237
411612;652651
1152165;5517600
1088609;4874786
1604517;11948083
1277189;6940344
1186973;5891818
73257;20479
1967190;21925943
1453681;9369237
1085687;4846445
1817118;16803046
292536;328056
1318827;7465394
179495;123130
110002;46192
2060506;27309070
83671;26717
769898;2342933
1398705;8553078
1892827;19107819
2054395;26813367
1167526;5680754
1501667;10131817
1389797;8426226
806206;2578505
2028896;25063458
25477;2477
1803410;16428012
1744158;14923125
2040567;25812469
437917;739703
1894925;19178401
327609;411952
122363;57166
1743;12
1661538;13081071
1655317;12952470
1217629;6235042
156797;93917
797092;2518182
1074461;4738525
725647;2072698
87751;29387
361153;501302
77405;22864
1565794;11232651
1040212;4418588
1530691;10617822
1627765;12397933
1803482;16429953
1736577;14742713
1998353;23376724
1694114;13776308
894373;3204396
1595225;11772657
1915899;19908604
1192460;5952296
881194;3105866
1493243;9994348
1877637;18608978
1861035;18086518
1783475;15901687
1292177;7126205
990817;3981133
1298140;7201121
448101;774919
699610;1922176
191412;140058
1232475;6406002
1860048;18056155
1168263;5688660
1500326;10109827
1676178;13388885
1987533;22848064
1331855;7635377
513091;1019763
269607;278438
697634;1911006
1832161;17227904
405327;632682
1616659;12181042
1614766;12144440
1357473;7977875
2085804;30068481
1442397;9196896
616374;1481996
1258668;6715410
1675342;13371108
1815123;16747767
840861;2815275
592191;1365565
220076;185271
659568;1702710
563968;1236070
1061469;4615523
2030762;25178433
1733569;14671822
1569702;11303027
1651738;12879064
2059765;27246806
1469562;9616197
1432662;9050256
1385485;8365341
41734;6645
285206;311746
698536;1916100
913716;3352257
543344;1145747
1068441;4681279
816504;2647635
1632677;12495051
210241;169041
191355;139974
934870;3518445
23201;2054
1704406;14003986
1339223;7732751
163958;102705
32445;4016
1304849;7286079
87232;29041
1423235;8910024
2047940;26328023
793529;2494817
99257;37604
297315;338917
1450641;9322554
1490016;9942103
412408;655202
391243;589091
1651902;12882418
500210;968452
448199;775262
778943;2400438
1072641;4721173
1284242;7027373
476627;878087
213158;173776
1343686;7792174
869541;3020224
628112;1540348
1043098;4445014
668649;1751217
1828258;17116278
962137;3739692
170468;111037
1656220;12971057
94373;33992
900720;3252485
431254;717121
532231;1098573
1273801;6898809
2041551;25879167
1177914;5792864
913571;3351134
1152346;5519505
1713317;14204409
372828;534503
591798;1363714
1368995;8135577
2059775;27247642
515545;1029695
212889;173337
143418;78556
358857;494901
1888876;18976036
1423301;8911000
475566;874130
565455;1242722
2035960;25507953
816924;2650476
293809;330931
497714;958669
1077709;4769593
1439719;9156370
21127;1703
2009848;23973685
2093391;31545771
1981740;22576601
54676;11406
1947519;21107129
603677;1420232
1824739;17016483
1612194;12094877
31756;3848
1886078;18883590
1434862;9083231
1428524;8988488
1912768;19796618
1259356;6723673
1679382;13457244
1429641;9005129
2022092;24657649
366076;515169
1360676;8021484
473438;866221
1847443;17674879
1151426;5509829
1719825;14352776
1425006;8936237
219339;184029
1783459;15901273
1585134;11584873
1030693;4332114
1355243;7947619
1033504;4357541
797141;2518504
821409;2680925
1686611;13612823
1405462;8650274
1992356;23080064
1598088;11826449
1827037;17081562
1948407;21142756
283065;307061
368731;522728
2061619;27403819
1107666;5062199
1848436;17704489
1630524;12452392
407454;639404
1841468;17498194
333441;426845
53997;11125
2003239;23625662
664852;1730845
1580630;11501955
156017;92984
1639581;12632815
1402548;8608254
839955;2808934
899131;3240407
1144495;5437294
535846;1113804
887990;3156452
1588309;11643655
236786;214567
1671987;13300012
1126490;5251763
1647226;12787117
51585;10153
900622;3251740
560888;1222351
1551300;10975066
1820496;16897204
720004;2039547
784145;2433864
1177035;5783322
1631779;12477241
266981;273018
1360478;8018783
1925888;20273450
768044;2331241
1886294;18890701
1032793;4351101
1985745;22763464
1873735;18484134
1319734;7477139
1610270;12057928
1387034;8387174
1510097;10270977
1416008;8803680
332580;424629
153193;89644
974119;3839461
491715;935369
1127603;5263111
1575099;11400876
496924;955584
1404660;8638693
921269;3411053
805936;2576707
1159452;5594610
1905725;19548640
1756027;15210757
1136237;5351683
683832;1833972
78284;23387
9528;347
101151;39053
983210;3916210
877535;3078826
23610;2127
1338783;7726911
1024161;4273380
1651528;12874770
253;1
53051;10738
1134179;5330485
225250;194110
304068;354571
1458354;9441365
2032669;25297700
56571;12211
723249;2058574
1644892;12739811
1447952;9281417
592389;1366497
1003898;4094286
729593;2096054
250489;240213
5989;137
1816004;16772149
609682;1449268
220045;185219
630841;1554088
1507518;10228232
1799681;16327887
1465175;9547454
1571257;11331141
1196268;5994511
987259;3950687
1293073;7137426
629893;1549308
1598404;11832400
1005165;4105348
1676518;13396122
226072;195534
640953;1605570
39216;5868
844816;2843049
1168228;5688285
695810;1900726
917423;3381039
1994918;23205652
605899;1430939
1088374;4872503
1956873;21488538
224104;192135
1706613;14053336
1997000;23308965
1527382;10561421
917152;3378930
709348;1977745
656729;1687696
2094329;31813992
771547;2353359
58580;13094
1064557;4644576
272894;285298
1994696;23194703
1619071;12227833
1649020;12823596
1320169;7482776
241400;223039
279625;299610
853599;2905284
2051295;26575876
169004;109135
2015428;24278620
179958;123767
1171760;5726274
194521;144654
2648;27
1227506;6348431
489771;927883
734938;2127921
450429;783088
1983197;22644167
276741;293434
1874624;18512464
162375;100729
351235;473952
1436702;9110884
476405;877258
1813029;16690005
1018627;4224004
68928;18129
2018718;24463614
1362300;8043662
623049;1515031
1417296;8822559
644692;1624835
1353269;7920907
100707;38711
407083;638229
1051885;4526074
934272;3513682
245602;230899
901945;3261815
995181;4018670
1117521;5160886
1108492;5070424
1077338;4766038
1243621;6536438
710465;1984174
2027913;25003553
1371080;8164363
2081574;29472200
1236402;6451752
944961;3599393
95261;34635
686230;1847232
1837844;17392247
1418770;8844204
1364013;8067105
1020634;4241870
243001;226018
1429832;9007976
110919;46966
548523;1168089
340984;446506
103118;40588
440725;749329
451593;787189
1696855;13836553
215887;178266
1838901;17423055
755847;2255137
226177;195716
1014216;4184898
521847;1055434
1375201;8221482
1988303;22884727
1313867;7401406
115941;51318
899648;3244334
928449;3467502
1693648;13766094
244996;229757
457294;807436
266827;272702
1700724;13922071
1877536;18605730
269591;278405
1162599;5628083
1954377;21385414
568911;1258256
1912354;19781892
694427;1892952
1798286;16290633
523474;1062133
994230;4010472
274346;288355
1449585;9306382
741662;2168386
1869438;18348134
495358;949483
1657877;13005235
533645;1104517
419031;676634
1628955;12421393
929432;3475272
638524;1593121
1787120;15996311
956688;3694838
2059285;27206811
665854;1736209
1795935;16228095
1052836;4534901
627193;1535736
663121;1721601
253346;245744
1288287;7077632
936914;3534754
2053290;26727724
237166;215259
1473234;9674047
1320741;7490193
929762;3477883
768728;2335551
911330;3333807
668271;1749184
282719;306307
339860;443548
2003523;23640343
701474;1932746
1608218;12018638
1145;6
1426935;8964858
1724814;14467679
3960;60
914268;3356534
1415359;8794178
263421;265757
883092;3119947
1740252;14829855
1045451;4466632
33449;4269
7223;200
1190843;5934431
732408;2112804
1707072;14063624
537512;1120860
845981;2851259
1459937;9465900
1179827;5813668
2055487;26899131
943544;3587961
1041566;4430974
1872042;18430367
480538;892754
733672;2120349
1472382;9660599
1078501;4777188
1597221;11810135
1519812;10433364
1241029;6505944
598442;1395174
807484;2587028
1515111;10354514
636003;1580256
593815;1373225
251476;242116
1453289;9363207
1335223;7679776
574999;1285869
472308;862037
584069;1327597
55931;11936
314280;378925
164741;103690
948410;3627310
260646;260166
1145940;5452365
598458;1395250
2036775;25560929
1176173;5773974
1257471;6701050
2023751;24754747
189258;136917
865025;2987404
1954071;21372841
1853692;17862417
1125247;5239108
1210446;6153448
1483326;9834518
2004408;23686244
811801;2615936
899413;3242549
1478752;9761518
1843352;17553633
1018854;4226022
1851183;17786775
1476723;9729279
1003003;4086483
762606;2297137
1325852;7556707
1771042;15584098
1652480;12894248
1268969;6839874
828362;2728520
1340395;7748323
800532;2540856
937107;3536296
1810038;16607955
1949350;21180720
1917880;19980030
1475379;9707973
959883;3721099
1531420;10630283
1077200;4764716
261091;261058
376641;545583
1183963;5858816
927272;3458211
646325;1633288
1223626;6303722
1239210;6484602
363382;507557
1473923;9684934
1938963;20769752
827376;2721741
149165;84986
1895678;19203838
2026539;24920565
374968;540707
1838775;17419378
619877;1499284
101957;39679
1943522;20948212
512267;1016439
69127;18234
669773;1757273
898689;3237052
109131;45463
331404;421612
991892;3990360
1207671;6122120
1379871;8286574
46108;8111
2086599;30192485
1460096;9468367
1883084;18785460
1083859;4828768
2060105;27275296
323916;402661
806467;2580245
1576146;11419947
2077120;28927720
1535289;10696630
722065;2051620
561234;1223888
1229507;6371572
1626654;12376069
665590;1734795
326933;410243
1543139;10832356
1337908;7715306
1706816;14057885
1546248;10886528
769571;2340868
603347;1418645
594967;1378672
1002028;4077992
1227952;6353584
1253517;6653766
1190631;5932091
1892072;19082523
576693;1293609
1089812;4886485
119637;54645
1793260;16157310
1289190;7088886
1994046;23162718
388517;580839
800065;2537771
1275579;6920585
1546028;10882687
819676;2669137
501476;973434
177593;120530
140460;75345
540360;1132978
866765;3000025
163779;102481
1310331;7356030
1018877;4226227
185249;131167
1715525;14254556
375860;543304
1295038;7162079
1880993;18717403
1270566;6859313
172597;113832
1005868;4111493
795642;2508659
176518;119072
1409435;8707821
692576;1882575
5835;130
806927;2583312
743364;2178696
98910;37341
1939391;20786382
804477;2567000
1608584;12025637
835101;2775103
754582;2247324
604181;1422657
1694314;13780694
1023180;4264602
479919;890425
206188;162570
1822560;16955086
1891136;19051237
1301441;7242833
82022;25674
1230600;6384236
1973361;22196767
49676;9415
392800;593832
816978;2650842
238616;217908
522709;1058981
1046552;4476769
1288944;7085819
42711;6960
997791;4041221
1640394;12649136
100035;38196
40350;6212
1936104;20659308
437651;738795
764995;2312085
365333;513064
1434057;9071154
486327;914697
1844355;17583249
1060352;4605042
205871;162070
1024970;4280628
1211440;6164696
1254411;6664436
769487;2340338
1935103;20620900
1479517;9773696
473917;867998
638591;1593464
761587;2290777
1848131;17695387
974406;3841870
177629;120579
1012572;4170379
865961;2994189
534713;1109018
619914;1499467
217098;180277
951713;3654166
2038911;25701570
920397;3404234
1705400;14026189
333149;426092
2028882;25062602
1798681;16301170
120799;55712
1891109;19050335
1688673;13657546
1950841;21241022
1204879;6090708
1984743;22716375
981875;3904883
1943510;20947738
1016813;4207895
906807;3298997
1538015;10743592
983258;3916618
1925573;20261763
1336760;7700100
418083;673544
748914;2212502
1832378;17234139
656806;1688102
1560395;11136075
309875;368319
577885;1299070
1185965;5880752
1212889;6181117
1301731;7246506
1015673;4197790
2013046;24147136
176706;119327
2053918;26776258
1040383;4420151
1366765;8104875
805391;2573078
2035060;25449879
241219;222704
824078;2699139
1975999;22314794
906435;3296143
65532;16387
712647;1996767
636146;1580984
283585;308196
1903788;19481364
1075393;4747427
840791;2814785
931169;3489028
980354;3892001
1598312;11830667
2035878;25502644
159831;97592
1372021;8177379
210766;169888
1139888;5389424
2070697;28241554
632389;1561911
2020128;24544154
1271363;6869029
474422;869874
1829385;17148408
633278;1566413
1840969;17483552
2088534;30515601
1282059;7000355
860357;2953696
1223186;6298666
1084354;4833550
244784;229358
307912;363642
1568129;11274653
2060934;27345328
1992758;23099659
127798;62361
1405181;8646215
1533255;10661705
2011968;24088282
1924649;20227549
1924992;20240237
880420;3100135
361776;503046
1527982;10571628
480687;893316
68577;17945
1320246;7483774
1861490;18100540
1404496;8636327
1810273;16614383
1884795;18841440
297801;340031
1003372;4089699
819092;2665170
922370;3419673
606539;1434031
279571;299494
1613775;12125320
492585;938730
168255;108168
887672;3154075
1244094;6542013
1376445;8238783
1923783;20195578
1288966;7086093
1553245;11009323
1225814;6328908
530834;1092716
103953;41248
1399703;8567380
324074;403056
713248;2000243
1849363;17732196
248087;235611
1984156;22688895
893020;3194198
1040821;4424157
820956;2677841
802757;2555583
1070361;4699490
607154;1437006
1888729;18971161
1221962;6284614
1165595;5660073
1667825;13212358
714730;2008829
479807;890003
1170666;5714489
390720;587504
1428907;8994191
215325;177337
1196360;5995533
927786;3462266
256381;251689
655261;1679961
816973;2650808
1184622;5866030
762157;2294334
1931114;20469159
1470483;9630680
384717;569435
1687662;13635599
1115478;5140327
1635917;12559518
1326601;7566490
805775;2575634
1952665;21315260
678166;1802847
2061015;27352215
161366;99479
1109230;5077780
1817526;16814381
1501423;10127813
1277051;6938649
1613707;12124009
1267152;6817804
281438;303525
9118;318
1920776;20085263
1906507;19575911
1209190;6139255
129785;64317
702963;1941212
79798;24300
882253;3113718
41432;6549
340539;445334
344969;457076
1372154;8179220
1666737;13189542
897216;3225885
362358;504678
415338;664640
815757;2642586
194589;144756
1305674;7296576
1531681;10634748
1237820;6468327
630900;1554386
917056;3378183
1588704;11650987
2052826;26692094
467114;842938
1188751;5911370
833757;2765777
1228048;6354693
1564192;11203916
860595;2955409
1595059;11769545
1775377;15693938
395016;600612
356091;487245
464092;831928
1129398;5281447
1372687;8186601
557187;1205973
542410;1141742
1341966;7769234
1159767;5597954
1446887;9265165
1205652;6099394
733095;2116903
2026527;24919844
761792;2292056
1233272;6415269
817218;2652466
1830350;17175985
1339438;7735606
789608;2469246
287381;316541
975358;3849868
1966386;21891183
1524004;10504111
2000665;23493675
387166;576771
1680802;13487657
1215599;6211909
663179;1721910
576611;1293233
188642;136025
1864204;18184519
519889;1047402
960124;3723084
1170000;5707323
457238;807236
975302;3849397
1871794;18422511
245581;230859
829625;2737216
535748;1113389
237668;216174
493531;942391
340310;444731
1385357;8363539
1733737;14675771
2048195;26346548
1677212;13410906
117276;52508
1636195;12565064
367087;518041
1564567;11210637
629188;1545758
1302407;7255073
385941;573096
953266;3666833
1895315;19191569
2075315;28724813
1901091;19388336
803879;2563027
326005;407903
937852;3542253
1650189;12847423
1327863;7582995
2078452;29083476
716702;2020284
1955655;21438089
1668950;13235992
879680;3094661
663529;1723777
1507837;10233511
496466;953797
1000927;4068418
2009732;23967457
677379;1798547
1731161;14615351
1175907;5771091
737801;2145099
544412;1150336
1499718;10099871
594661;1377224
1336936;7702430
222833;189955
104661;41812
2073190;28496566
1543972;10846847
231670;205368
1723339;14433601
293907;331153
1355679;7953528
745326;2190614
1664677;13146453
149670;85563
176864;119541
1489865;9939664
816954;2650679
629551;1547585
680374;1814942
284248;309645
969604;3801682
1602608;11911843
1525911;10536431
12751;621
590;2
1701651;13942646
1450016;9312980
1947679;21113540
456709;805347
474264;869287
452771;791351
200825;154204
1723115;14428434
1295933;7173328
1447403;9273036
1943119;20932318
1013535;4178880
318309;388760
309902;368383
1771898;15605713
1679419;13458035
1253413;6652525
1026641;4295622
945020;3599870
666805;1741308
626192;1530721
2036172;25521698
1383776;8341303
1892572;19099269
1691000;13708204
1344132;7798131
175176;117266
1496243;10043123
317991;387979
919387;3396346
368830;523011
1513;9
1707117;14064633
404284;629399
1192265;5950140
1426632;8960358
1084015;4830275
597949;1392827
1918496;20002332
1324377;7537468
359384;496366
11547;509
1552208;10991046
134047;68615
1956423;21469871
1869055;18336086
1740515;14836114
192157;141152
1556675;11069966
280873;302302
370674;528296
663279;1722444
1696833;13836068
1412471;8751996
204022;159165
1802622;16406788
945300;3602132
158085;95469
2065464;27743437
1999537;23436431
561026;1222964
1253984;6659338
915128;3363203
274785;289283
1206898;6113412
1749945;15062564
1415973;8803167
1583292;11550896
1882551;18768076
681281;1819923
593867;1373470
2067214;27904987
598640;1396117
149753;85658
706967;1964078
12843;630
1956401;21468959
1746808;14986790
212879;173321
721588;2048823
914172;3355790
45683;7962
867570;3005874
1530451;10613723
23499;2107
1317058;7442527
1527197;10558275
1716474;14276169
1746353;14975837
1533888;10672563
656788;1688007
1976196;22323665
523939;1064052
1539075;10761902
1695098;13797903
538716;1125975
1779656;15803292
1726860;14515098
2073472;28526246
262665;264228
387594;578058
1115725;5142810
1814956;16743151
1324685;7541482
1188832;5912262
773069;2363005
590612;1358139
14542;807
1929911;20423802
1003350;4089507
1139652;5386980
514900;1027080
695060;1896508
1294169;7151169
1803870;16440418
1133631;5324849
1344155;7798439
1491021;9958349
1509042;10253473
158514;95989
1890592;19033091
2056306;26964216
692088;1879844
1000205;4062146
946804;3614295
961681;3735926
218278;182248
685134;1841165
299994;345084
44234;7465
584325;1328785
1294802;7159115
757219;2263628
869942;3023148
38647;5699
1344065;7797236
1018529;4223132
489433;926584
598798;1396871
346321;460691
546865;1160911
272555;284587
842168;2824436
774344;2371102
1425367;8941588
1196554;5997689
817110;2651735
347012;462544
1841735;17506036
1987814;22861428
1825798;17046432
1486679;9888317
890435;3174768
188188;135370
169486;109759
525903;1072176
1385837;8370299
1341807;7767115
365152;512552
1643822;12718183
1803207;16422541
1886819;18908003
1575550;11409087
271130;281606
321157;395790
1104503;5030782
384651;569238
111672;47606
261144;261165
389552;583965
231889;205757
1910122;19702826
642056;1611241
567494;1251875
147647;83263
1079804;4789699
242289;224691
1909788;19691041
1056521;4569206
1330736;7620667
1204177;6082827
1557209;11079434
936605;3532286
747930;2206487
1777709;15753419
523232;1061136
777577;2391704
778524;2397757
1364630;8075562
1963787;21779616
474864;871517
556298;1202056
721976;2051098
2041456;25872701
581355;1315036
1391143;8445300
615069;1475583
62917;15105
851962;2893626
283379;307746
2059452;27220696
2004783;23705765
364250;510003
989271;3967887
825725;2710413
1613086;12112044
1693708;13767408
2026207;24900640
296249;336479
342277;449922
1009382;4142296
832634;2757998
1643172;12705062
882750;3117407
1559569;11121365
1800546;16351042
287413;316612
1650285;12849382
1434286;9074588
548543;1168175
1881011;18717988
1929878;20422561
1837021;17368312
802542;2554158
1472488;9662272
468431;847760
549514;1172390
2014377;24220358
1044201;4455140
589856;1354591
325950;407765
1074904;4742755
1037330;4392296
506948;995120
725821;2073724
349428;469053
1987501;22846543
799766;2535797
834898;2773693
1372658;8186199
326293;408628
1144795;5440420
825086;2706036
813601;2628043
618647;1493201
1719700;14349910
1711324;14159313
1298063;7200150
1997801;23349020
1948102;21130506
638363;1592298
477048;879660
1642313;12687742
986775;3946556
1765788;15452221
1430767;9021928
1919359;20033651
1135390;5342952
1515049;10353478
197336;148881
1596289;11792621
1791715;16116606
1717050;14289304
1363124;8054932
471531;859165
886957;3148733
557528;1207477
2062256;27458733
1914558;19860506
651614;1660827
187449;134307
932839;3502284
867595;3006056
349518;469297
1786039;15968175
115893;51276
1075996;4753192
712288;1994692
1648942;12822008
51884;10271
1945231;21015874
1669767;13253183
38347;5610
389997;585312
1045591;4467920
635636;1578388
1817063;16801519
629820;1548940
819050;2664885
1982226;22599086
899366;3242192
1413731;8770380
318926;390278
9239;326
1485047;9862101
1365072;8081624
1094528;4932517
1707195;14066382
1824436;17007928
868007;3009052
2025306;24846814
1128334;5270574
1269344;6844435
649821;1651463
844085;2837903
1735886;14726393
1458850;9449047
900055;3247427
997464;4038391
1585316;11588235
490809;931876
6477;161
1877073;18590852
425319;697310
1689199;13668980
2063304;27550208
1284150;7026233
93891;33646
1564389;11207446
799097;2531384
1369757;8146089
2004350;23683229
2074788;28667192
132412;66950
1337555;7710628
623262;1516092
1533768;10670504
340424;445031
2056840;27007016
1891207;19053607
1381565;8310282
1131375;5301689
769968;2343375
1164697;5650472
157969;95329
1936755;20684359
213220;173878
383652;566259
1272962;6888551
140105;74964
28774;3159
1911802;19762287
1730776;14606345
200267;153346
1053346;4539639
817160;2652074
120957;55858
299478;343892
1296368;7178800
774648;2373035
1172590;5735226
1070189;4697857
231679;205384
644029;1621410
1044658;4459339
731703;2108602
323520;401671
1158204;5581371
1168654;5692858
1603037;11919978
989512;3969950
428983;709507
1664636;13145597
1686473;13609835
362887;506164
1594523;11759502
226556;196374
163815;102526
303674;353647
959476;3717747
1579001;11472100
1997998;23358898
1109178;5077261
1053098;4537335
1338156;7718594
761881;2292611
1899165;19322355
1135051;5339460
1258934;6718604
1317401;7446957
1046217;4473683
1476515;9725979
1340846;7754322
49729;9435
1655423;12954650
496037;952126
1734009;14682168
1295962;7173693
459212;814308
1973416;22199213
988887;3964601
1730844;14607936
988420;3960606
1263216;6770166
1623464;12313499
39812;6047
1708489;14095434
2043257;25996277
1876021;18557117
1253552;6654183
181754;126255
2049656;26453662
629735;1548512
1313254;7393525
17722;1199
541700;1138703
1824982;17023349
795847;2510004
415707;665833
1862258;18124246
1232407;6405212
1697326;13846933
1806063;16499731
735089;2128825
896883;3223364
1265504;6797829
445874;767146
513550;1021617
625262;1526069
1281918;6998612
1041168;4427331
589025;1350697
1386516;8379868
1883622;18803034
1021829;4252530
1541444;10802922
682988;1829318
51803;10239
1881192;18723864
1887537;18931705
1470786;9635449
715377;2012583
1407863;8685016
525809;1071787
370028;526441
1440548;9168900
1776277;15716861
607608;1439204
1571881;11342441
1956940;21491320
1376231;8235805
2048351;26357905
1659067;13029836
304604;355829
1763772;15401977
719157;2034596
1191225;5938648
967161;3781334
1686886;13618778
1151542;5511049
1909322;19674619
811343;2612861
1397497;8535790
1660038;13049945
2053711;26760221
7502;215
1705498;14028380
1843119;17546763
1086317;4852547
1747783;15010294
972768;3828134
1778105;15763547
733413;2118802
1112514;5110594
1786090;15969501
895781;3215028
1339946;7742355
703463;1944059
699727;1922839
1196495;5997034
1067696;4674225
1941708;20876852
118280;53411
341955;449070
2044150;26058346
1963541;21769118
259477;257828
1084487;4834836
2087485;30336368
1032881;4351897
119179;54227
698597;1916445
480353;892058
899267;3241440
1110292;5088377
339759;443283
347550;463990
1060167;4603307
932255;3497645
842806;2828914
1980961;22540666
1166906;5674108
1268672;6836263
466625;841152
632525;1562599
1231709;6397104
869805;3022149
259897;258667
257986;254862
1266294;6807399
334534;429666
1125789;5244624
1943914;20963694
1763138;15386217
189076;136653
248470;236342
271299;281959
1408248;8690597
1148027;5474179
604192;1422709
767858;2330070
318521;389281
374458;539225
1500385;10110794
1716836;14284422
1736602;14743304
1370682;8158862
863459;2976071
1121263;5198677
1566569;11246576
549939;1174237
925214;3442001
105430;42430
1483639;9839529
2081530;29466460
232584;206996
1168211;5688102
573732;1280096
967756;3786284
257436;253773
570499;1265428
1694431;13783261
619898;1499388
233614;208839
1379574;8282423
2094746;31947591
1492011;9974375
867206;3003228
1257406;6700270
1783997;15915195
390661;587325
1138878;5378967
2080011;29273102
2063616;27577720
1735776;14723797
770943;2349537
583156;1323364
1091163;4899644
1123226;5218573
1655762;12961626
1542336;10818403
1811870;16658148
1150341;5498433
1936512;20675001
189421;137153
1299828;7222429
64897;16070
138318;73062
1891913;19077202
1108367;5069179
97190;36053
1057374;4577170
1457757;9432125
1781732;15856685
751895;2230778
851257;2888613
171460;112335
1593991;11749542
1725133;14475060
1120348;5189420
1801875;16386701
1042361;4438257
1148064;5474567
1027435;4302757
1854347;17882241
366883;517461
1942819;20920501
256286;251502
993985;4008361
429785;712191
1452149;9345688
1327920;7583741
155290;92118
1957762;21525513
1850307;17760475
595652;1381917
469047;850020
34981;4669
1984827;22720314
940162;3560761
1477387;9739820
21813;1816
1456670;9415321
2060308;27292370
1289593;7093913
696596;1905152
2069002;28075110
2093177;31489468
1080631;4797651
634214;1571160
123638;58364
1229738;6374247
631482;1557325
839471;2805550
538934;1126902
689562;1865744
526682;1075408
1492915;9989027
1382473;8323011
683532;1832317
1028694;4314087
2013411;24167154
1900320;19361879
89221;30381
1352990;7917137
1705365;14025407
1655707;12960494
1611961;12090397
398890;612561
1428972;8995159
748965;2212814
124087;58789
4345;73
104122;41383
1935167;20623352
584249;1328432
1773611;15649078
1118102;5166742
131600;66131
1062314;4623462
770832;2348835
1242183;6519508
440456;748404
1867951;18301425
1030459;4330001
1886401;18894225
1271888;6875434
1487812;9906552
1979023;22451833
892919;3193438
2084930;29937109
391614;590219
1000626;4065803
1984780;22718110
1562191;11168118
243056;226120
1979949;22494179
1003224;4088409
1407559;8680611
1847266;17669608
146191;81627
2005309;23733217
1993312;23126731
1081792;4808828
1216750;6225018
1278727;6959257
1633670;12514774
408132;641554
976838;3862321
1803328;16425802
1716260;14271292
1889462;18995489
1287879;7072551
54864;11485
1206018;6103509
728296;2088361
607806;1440163
1195157;5982174
624987;1524695
1525822;10534921
1985949;22773079
726255;2076287
934594;3516246
1034747;4368813
1577535;11445293
904056;3277929
21449;1756
1218061;6239973
861465;2961677
1812281;16669435
2092297;31272551
1982567;22614894
383327;565292
550338;1175972
1976598;22341790
931868;3494573
291855;326523
131941;66474
924580;3437016
278473;297135
858858;2942918
1933330;20553198
459359;814836
1313874;7401496
1331915;7636166
1283497;7018144
684286;1836479
460828;820121
199934;152836
1719560;14346701
1590289;11680452
1866304;18249900
853741;2906296
1244248;6543829
1675235;13368835
547046;1161694
120402;55346
1580128;11492747
1428913;8994281
1054649;4551759
1670206;13262430
560461;1220455
1160592;5606720
191860;140716
2038984;25706424
1415719;8799448
1174304;5753740
1820798;16905657
2092175;31244092
1745118;14946153
1297612;7194465
1671390;13287402
1120549;5191453
1205693;6099855
1323812;7530108
1496971;10054989
1434422;9076628
1840631;17473644
72928;20295
1359361;8003559
1830458;17179075
1991334;23030428
864509;2983667
505807;990577
1108210;5067615
794120;2498684
325648;407005
1238705;6478686
1768152;15511391
1118747;5173248
800999;2543943
1212111;6172297
1293177;7138729
1012343;4168359
229289;201155
1601644;11893582
1235594;6442320
299990;345075
978417;3875633
584750;1330758
289923;322193
1673612;13334399
421184;683677
967085;3780702
1310735;7361205
1139650;5386959
1324345;7537051
2082931;29653419
1043842;4451843
33777;4353
410571;649321
270002;279258
1918640;20007552
1142249;5413922
975761;3853256
157683;94983
148260;83956
1997387;23328296
371469;530583
1587109;11621406
488634;923519
1873104;18464066
2033018;25319726
1381502;8309400
1567091;11255964
1502824;10150821
1218861;6249110
1154347;5540587
1467474;9583428
908365;3310964
735479;2131161
1506465;10210823
1049771;4506489
1167705;5682673
165969;105244
953238;3666605
1406899;8671054
1961205;21669960
945947;3607361
981802;3904264
1277602;6945419
414694;662560
1816273;16779603
337167;436500
556845;1204466
1088841;4877041
403985;628459
1396489;8521386
992675;3997089
1183429;5852973
323909;402643
228998;200643
181125;125381
241593;223397
1512727;10314723
1022487;4258407
613068;1465779
315361;381551
1285807;7046788
684908;1839916
443265;758091
1285191;7039142
2034213;25395625
1430215;9013689
843520;2833930
1948872;21161460
1400780;8582836
340335;444797
1837380;17378747
1940574;20832480
1052632;4533006
376992;546609
985418;3934989
1184041;5859669
777127;2388830
1191491;5941586
1952184;21295632
1936506;20674770
1491417;9964757
1958627;21561616
646366;1633500
981051;3897901
2026324;24907657
687087;1851984
618724;1493582
2029302;25088332
1820876;16907841
1681982;13512984
1367249;8111531
1267677;6824176
343899;454226
1625725;12357815
1168291;5688961
814807;2636172
1458458;9442975
744310;2184438
161387;99505
108737;45135
151887;88120
1086983;4859002
713524;2001840
993302;4002482
1212425;6175856
392805;593847
1806658;16515872
744875;2187871
1409814;8713326
